modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
FTBU4AIDDUW,1360.0,FREE_STANDING,"[2021, 9, 6]",1360.0,9.0,B,43.0,26.0,57.0,24.0,85.0,,53.0,1360.0,60.0,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,170.0,160.0,0.5710000000000001,73.0,50.0,B,228.0,60.0,LG Electronics,58.0,32.0,4.0,5.0
EW2F448ST 914912532,1351.0,FREE_STANDING,"[2021, 9, 6]",1351.0,8.0,B,41.0,22.0,57.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914912532,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
F4WV328S0U,1360.0,FREE_STANDING,"[2021, 9, 6]",1360.0,8.0,B,39.0,23.0,57.0,24.0,85.0,,53.8,1360.0,59.7,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,150.0,0.543,73.0,48.0,B,218.0,60.0,LG Electronics,55.0,32.0,4.0,5.0
L6FBN8400 914913571,1351.0,FREE_STANDING,"[2021, 9, 6]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913571,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
F4WV308S3U,1360.0,FREE_STANDING,"[2021, 9, 6]",1360.0,8.0,B,39.0,23.0,57.0,24.0,85.0,,53.8,1360.0,59.7,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,150.0,0.543,73.0,48.0,B,218.0,60.0,LG Electronics,55.0,32.0,4.0,5.0
BT17028Q -01,1200.0,FREE_STANDING,"[2021, 9, 6]",1200.0,7.0,B,42.0,22.0,61.0,0.0,88.0,,53.0,1200.0,69.0,C,1.0,0.5,http://www.brandt.com,162.0,162.0,0.594,78.0,45.0,C,208.0,40.0,BRANDT,59.0,30.0,4.0,5.0
EW6S526I 914340546,1151.0,FREE_STANDING,"[2021, 9, 6]",1151.0,6.0,B,45.0,25.0,41.0,24.0,84.0,,53.5,1151.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914340546,145.0,145.0,0.646,77.0,42.0,D,190.0,60.0,Electrolux,65.0,35.0,4.0,4.9
EWD 71453 W UK N,1351.0,FREE_STANDING,"[2021, 9, 6]",1351.0,7.0,B,38.0,25.0,52.0,24.0,85.0,,53.0,1351.0,79.8,C,0.5,0.5,https://docs.whirlpool.eu/,155.0,150.0,0.6900000000000001,77.0,46.0,D,200.0,60.0,INDESIT,69.0,35.0,4.0,4.9
H3T 272DAET/1-37,1151.0,FREE_STANDING,"[2021, 9, 6]",1151.0,7.0,B,44.0,28.0,60.0,24.0,86.0,0.0,53.9,1151.0,91.0,C,1.0,0.5,https://corporate.haier-europe.com/en/,162.0,162.0,0.784,79.0,42.0,E,208.0,41.0,HOOVER,78.0,45.0,4.0,4.9
ES-HFB912AWC1-IT,1200.0,FREE_STANDING,"[2021, 9, 5]",1200.0,9.0,B,44.0,24.0,58.0,24.0,85.0,,53.4,1200.0,69.0,B,1.0,0.5,http://www.sharphomeappliances.com,174.0,145.0,0.656,73.0,50.0,C,228.0,60.0,SHARP,66.0,33.0,4.0,5.0
ES-HFB812AWC1-IT,1200.0,FREE_STANDING,"[2021, 9, 5]",1200.0,8.0,B,41.0,25.0,56.0,24.0,85.0,,53.4,1200.0,69.0,B,1.0,0.5,http://www.sharphomeappliances.com,168.0,150.0,0.627,73.0,48.0,C,215.0,60.0,SHARP,63.0,32.0,4.0,5.0
ES-HFB712AWC1-IT,1200.0,FREE_STANDING,"[2021, 9, 5]",1200.0,7.0,B,43.0,23.0,53.0,24.0,85.0,,53.4,1200.0,69.0,B,1.0,0.5,http://www.sharphomeappliances.com,162.0,162.0,0.594,73.0,45.0,C,208.0,60.0,SHARP,59.0,31.0,4.0,5.0
OT 26LET/1-37,1151.0,FREE_STANDING,"[2021, 9, 5]",1151.0,6.0,B,39.0,27.0,60.0,24.0,86.0,0.0,53.9,1151.0,80.0,C,1.0,0.5,https://corporate.haier-europe.com/en/,156.0,156.0,0.648,79.0,41.0,D,198.0,41.0,OTSEIN-HOOVER,65.0,36.0,4.0,4.9
WUX71486AI-IT 7001540033,1400.0,FREE_STANDING,"[2021, 9, 3]",1400.0,7.0,B,37.0,24.0,49.0,24.0,84.0,2.0,53.9,1400.0,51.5,A,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,72.0,36.0,A,207.0,60.0,Beko,44.0,31.0,4.0,4.9
GW7P694210W 7178543100,1400.0,FREE_STANDING,"[2021, 9, 3]",1400.0,9.0,B,35.0,24.0,58.0,24.0,84.0,2.0,53.9,1400.0,59.5,B,0.5,0.5,http://support.grundig.com,173.0,173.0,0.5660000000000001,75.0,45.0,B,228.0,60.0,GRUNDIG,57.0,32.0,4.0,4.9
WUV 7710 7001540035,1400.0,FREE_STANDING,"[2021, 9, 3]",1400.0,7.0,B,41.0,25.0,49.0,24.0,84.0,,53.0,1400.0,79.5,A,1.0,0.5,http://support.beko.com,161.0,161.0,0.685,72.0,45.0,D,207.0,60.0,Beko,69.0,39.0,4.0,4.9
972324 WF 814 B X566C,1400.0,FREE_STANDING,"[2021, 9, 2]",1400.0,8.0,B,34.0,21.0,57.0,24.0,85.0,,53.9,1400.0,60.0,B,,0.5,https://www.electrodepot.fr/international-after-sales,168.0,168.0,0.545,76.0,48.0,B,218.0,60.0,VALBERG,55.0,29.0,4.0,5.0
FLFC8014Bi,1350.0,FREE_STANDING,"[2021, 9, 1]",1350.0,8.0,B,39.0,22.0,57.0,24.0,85.0,,53.0,1350.0,60.0,B,,0.5,https://fagorelectromenager.fr/,168.0,168.0,0.545,76.0,48.0,B,218.0,60.0,FAGOR,55.0,32.0,4.0,5.0
AWD6089,1350.0,FREE_STANDING,"[2021, 9, 1]",1350.0,8.0,B,39.0,22.0,57.0,24.0,85.0,,53.0,1350.0,60.0,B,,0.5,www.amica-group.fr,168.0,168.0,0.545,76.0,48.0,B,218.0,60.0,AMICA,55.0,32.0,4.0,5.0
NWT1914AD,1330.0,FREE_STANDING,"[2021, 9, 1]",1330.0,9.0,B,41.0,26.0,58.0,24.0,85.0,,53.4,1330.0,60.0,C,1.0,0.5,http://www.newpol.es,174.0,174.0,0.5700000000000001,77.0,50.0,B,228.0,60.0,NEW POL,57.0,26.0,4.0,5.0
WM14LQH0EU,1400.0,FREE_STANDING,"[2021, 9, 1]",1400.0,10.0,B,45.0,26.0,63.0,24.0,85.0,,52.0,1400.0,68.1,B,0.5,0.1,https://www.siemens-home.com/e-label,178.0,170.0,0.673,73.0,47.0,C,230.0,60.0,Siemens,67.0,35.0,1.2,5.0
ES-NFH014CWC-FR,1330.0,FREE_STANDING,"[2021, 9, 1]",1330.0,10.0,B,45.0,22.0,58.0,24.0,85.0,,53.4,1330.0,69.0,B,0.5,0.5,http://www.sharphomeappliances.com,180.0,180.0,0.681,75.0,52.0,C,239.0,60.0,SHARP,68.0,35.0,4.0,5.0
BIWM148,1330.0,BUILT_IN,"[2021, 9, 1]",1330.0,8.0,B,49.0,22.0,54.0,12.0,82.0,0.0,53.4,1330.0,80.0,C,1.0,0.5,http://www.vestel.co.uk/en,168.0,168.0,0.727,77.0,48.0,D,218.0,60.0,WHITE KNIGHT,73.0,36.0,4.0,5.0
NWT1812AD,1200.0,FREE_STANDING,"[2021, 9, 1]",1200.0,8.0,B,49.0,22.0,53.0,24.0,85.0,0.0,53.4,1200.0,80.0,C,1.0,0.5,http://www.newpol.es,168.0,168.0,0.727,77.0,48.0,D,218.0,60.0,NEW POL,73.0,36.0,4.0,5.0
CELL9120W2,1200.0,FREE_STANDING,"[2021, 9, 1]",1200.0,9.0,B,50.0,23.0,58.0,24.0,85.0,0.0,53.4,1200.0,80.0,C,1.0,0.5,http://www.continentaledison.fr,174.0,174.0,0.761,78.0,50.0,D,228.0,60.0,Continental Edison,76.0,36.0,4.0,5.0
HW80-B14959TU1,1330.0,FREE_STANDING,"[2021, 8, 31]",1330.0,8.0,B,30.0,25.0,43.0,24.0,85.0,1.9,53.6,1330.0,51.9,A,0.49,0.45,www.haier.com,165.0,165.0,0.472,70.0,44.0,A,217.0,59.0,Haier,47.0,30.0,3.9,4.8
HW80-B14979S8,1350.0,FREE_STANDING,"[2021, 8, 31]",1350.0,8.0,B,32.0,25.0,46.0,24.0,85.0,,53.0,1350.0,51.9,A,0.45,0.45,www.haier.com,165.0,165.0,0.472,69.0,44.0,A,215.0,59.0,Haier,47.0,30.0,3.9,4.8
HW80-B14959S8U1,1330.0,FREE_STANDING,"[2021, 8, 31]",1330.0,8.0,B,30.0,25.0,50.0,24.0,85.0,1.9,53.3,1330.0,51.9,A,0.45,0.45,www.haier.com,165.0,165.0,0.472,70.0,44.0,A,215.0,59.0,Haier,47.0,30.0,3.9,4.8
F4WV308S4U,1360.0,FREE_STANDING,"[2021, 8, 31]",1360.0,8.0,B,39.0,23.0,57.0,24.0,85.0,,53.8,1360.0,59.7,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,150.0,0.543,73.0,48.0,B,218.0,60.0,LG Electronics,55.0,32.0,4.0,5.0
H5WPBD610AMBC-S,1551.0,FREE_STANDING,"[2021, 8, 30]",1551.0,10.0,B,37.0,24.0,58.0,24.0,85.0,2.0,53.9,1551.0,51.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,180.0,180.0,0.513,78.0,51.0,A,239.0,60.0,Hoover,51.0,30.0,4.0,4.9
EW8F8661U1 914555457,1551.0,FREE_STANDING,"[2021, 8, 30]",1551.0,10.0,B,39.0,23.0,66.0,24.0,85.0,2.0,52.9,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914555457,175.0,145.0,0.512,76.0,47.0,A,230.0,60.0,Electrolux,51.0,33.0,4.0,4.9
L7FBG842R 914921715,1400.0,FREE_STANDING,"[2021, 8, 30]",1400.0,8.0,B,37.0,24.0,60.0,12.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914921715,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,AEG,47.0,36.0,4.0,4.9
EW7F6448E6 914920712,1400.0,FREE_STANDING,"[2021, 8, 30]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914920712,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,Electrolux,47.0,36.0,4.0,4.9
L7FEA70693 914550556,1551.0,FREE_STANDING,"[2021, 8, 30]",1551.0,9.0,B,35.0,23.0,66.0,24.0,85.0,,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550556,155.0,150.0,0.493,76.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
EW7F3816AB 914555255,1551.0,FREE_STANDING,"[2021, 8, 30]",1551.0,9.0,B,35.0,23.0,66.0,0.0,85.0,2.0,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914555255,155.0,150.0,0.493,76.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9
L7FBG862R 914921714,1600.0,FREE_STANDING,"[2021, 8, 30]",1600.0,8.0,B,37.0,24.0,60.0,12.0,85.0,,52.7,1600.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914921714,165.0,165.0,0.471,76.0,42.0,A,210.0,60.0,AEG,47.0,36.0,4.0,4.9
EW7F6548E7 914920714,1400.0,FREE_STANDING,"[2021, 8, 30]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914920714,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,Electrolux,47.0,36.0,4.0,4.9
L7FEP866G 914921716,1600.0,FREE_STANDING,"[2021, 8, 30]",1600.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,52.7,1600.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914921716,165.0,165.0,0.471,76.0,42.0,A,210.0,60.0,AEG,47.0,36.0,4.0,4.9
EW7F6448W4 914920713,1400.0,FREE_STANDING,"[2021, 8, 30]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914920713,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,Electrolux,47.0,36.0,4.0,4.9
L7FED70493 914550557,1551.0,FREE_STANDING,"[2021, 8, 30]",1551.0,9.0,B,35.0,23.0,66.0,24.0,85.0,2.0,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550557,155.0,150.0,0.493,76.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
L7FEE170A 914550561,1551.0,FREE_STANDING,"[2021, 8, 30]",1551.0,9.0,B,35.0,23.0,66.0,0.0,85.0,2.0,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550561,155.0,150.0,0.493,76.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
L7FBG84SA 914921705,1400.0,FREE_STANDING,"[2021, 8, 30]",1400.0,8.0,B,37.0,24.0,60.0,24.0,85.0,,53.4,1400.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914921705,165.0,165.0,0.471,74.0,42.0,A,210.0,60.0,AEG,47.0,36.0,4.0,4.9
B3WFR79425WB 7002340003,1400.0,FREE_STANDING,"[2021, 8, 30]",1400.0,9.0,B,40.0,25.0,55.0,24.0,84.0,2.0,53.9,1400.0,59.5,A,0.5,0.5,http://support.beko.com,173.0,173.0,0.5660000000000001,72.0,49.0,B,228.0,60.0,Beko,57.0,33.0,4.0,4.9
L7TBE624 913143704,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.5,1151.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143704,155.0,155.0,0.484,78.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9
L7TED758D 913143813,1451.0,FREE_STANDING,"[2021, 8, 30]",1451.0,6.0,B,44.0,23.0,60.0,0.0,90.0,,53.3,1451.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143813,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9
L7TSE80569 913143804,1451.0,FREE_STANDING,"[2021, 8, 30]",1451.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.3,1451.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143804,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9
LTN7C562E 913143801,1451.0,FREE_STANDING,"[2021, 8, 30]",1451.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.3,1451.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143801,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9
EW7TN3362SP 913148309,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,6.0,B,44.0,23.0,60.0,24.0,91.0,,53.5,1251.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148309,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,Electrolux,48.0,30.0,4.0,4.9
L7TEP622E2 913143700,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.5,1151.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143700,155.0,155.0,0.484,78.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9
L7TE56STL 913143812,1451.0,FREE_STANDING,"[2021, 8, 30]",1451.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.3,1451.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143812,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9
EW7T1368HC 913148335,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,6.0,B,44.0,23.0,60.0,0.0,91.0,,53.5,1251.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148335,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,Electrolux,48.0,30.0,4.0,4.9
EW7T363S 913148332,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,6.0,B,44.0,23.0,60.0,24.0,91.0,,53.5,1251.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148332,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,Electrolux,48.0,30.0,4.0,4.9
LTN7C562P 913143802,1451.0,FREE_STANDING,"[2021, 8, 30]",1451.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.3,1451.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143802,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9
LTN7C562C 913143805,1451.0,FREE_STANDING,"[2021, 8, 30]",1451.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.3,1451.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143805,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9
EW7T6336G5 913148303,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,6.0,B,44.0,23.0,60.0,24.0,91.0,,53.5,1251.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148303,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,Electrolux,48.0,30.0,4.0,4.9
EW7TN3272 913148334,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,6.0,B,44.0,23.0,60.0,24.0,91.0,,53.5,1251.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148334,155.0,155.0,0.484,79.0,43.0,B,195.0,40.0,Electrolux,48.0,30.0,4.0,4.9
L7TEN62E 913143723,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.5,1151.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143723,155.0,155.0,0.484,78.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9
EW7T6237F8 913148302,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,91.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148302,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,Electrolux,59.0,33.0,4.0,4.9
L7TSE70379 913143715,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143715,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
EW7T3375DC 913148307,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,0.0,91.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148307,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,Electrolux,59.0,33.0,4.0,4.9
L7TDR722E 913143714,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,7.0,B,47.0,24.0,60.0,0.0,90.0,,53.6,1151.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143714,160.0,160.0,0.593,78.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
EW7TN3372SP 913148322,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,91.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148322,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,Electrolux,59.0,33.0,4.0,4.9
EW7TN13372C 913148327,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,91.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148327,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,Electrolux,59.0,33.0,4.0,4.9
EW7TN3372 913148320,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,12.0,91.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148320,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,Electrolux,59.0,33.0,4.0,4.9
L7TBE73 913143707,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143707,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
EW6T3376DZ 913148336,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,0.0,91.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148336,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,Electrolux,59.0,33.0,4.0,4.9
LTN7C373C 913143816,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143816,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
L7TFI724E 913143701,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1151.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143701,160.0,160.0,0.593,78.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
L7TBD734E 913143720,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,0.0,90.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143720,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
LTN7E272P 913143708,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1151.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143708,160.0,160.0,0.593,78.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
EW7T373S 913148333,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,91.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148333,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,Electrolux,59.0,33.0,4.0,4.9
L6TBA60270 913143619,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1151.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143619,160.0,160.0,0.593,78.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
L7TEE70378 913143716,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143716,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
LTN7E273E 913143713,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,7.0,B,47.0,24.0,60.0,12.0,90.0,,53.6,1151.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143713,160.0,160.0,0.593,78.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
EW7TN23372C 913148315,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,91.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148315,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,Electrolux,59.0,33.0,4.0,4.9
EW7TN3372C 913148312,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,91.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148312,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,Electrolux,59.0,33.0,4.0,4.9
L7TEA70370 913143717,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143717,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
L7TBE734 913143705,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1151.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143705,160.0,160.0,0.593,78.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
LTN7E272E 913143709,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,7.0,B,47.0,24.0,60.0,12.0,90.0,,53.6,1151.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143709,160.0,160.0,0.593,78.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
LTN7E272C 913143710,1151.0,FREE_STANDING,"[2021, 8, 30]",1151.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1151.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143710,160.0,160.0,0.593,78.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
L7TB37STL 913143722,1251.0,FREE_STANDING,"[2021, 8, 30]",1251.0,7.0,B,47.0,24.0,60.0,24.0,90.0,,53.6,1251.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143722,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,AEG,59.0,33.0,4.0,4.9
