modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness,onMarketStart_Year,onMarketStart_Month,onMarketStart_Day,price,currency
WGG244Z1GR,1351.0,FREE_STANDING,"[2024, 2, 1]",1351.0,9.0,B,38.0,22.0,64.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,2,1,969.00,GBP
WGG244ZHGR,1351.0,FREE_STANDING,"[2024, 2, 1]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,2,1,599.00,GBP
WGG244FCGR,1351.0,FREE_STANDING,"[2024, 2, 1]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,2,1,629.00,GBP
WGG244FGGR,1351.0,FREE_STANDING,"[2024, 2, 1]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,2,1,780.00,GBP
WGG244ZCGR,1351.0,FREE_STANDING,"[2024, 2, 1]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,2,1,1610.00,GBP
WGG244ZBGR,1351.0,FREE_STANDING,"[2024, 2, 1]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,2,1,3000,USD
WGG244ZPGR,1351.0,FREE_STANDING,"[2024, 2, 1]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,2,1,3000,USD
WGG244ZSSN,1351.0,FREE_STANDING,"[2024, 2, 1]",1351.0,9.0,B,38.0,22.0,64.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,2,1,739.99,GBP
WUV84221BW 7003940005,1400.0,FREE_STANDING,"[2024, 2, 1]",1400.0,8.0,B,32.0,23.0,55.0,24.0,85.0,,53.9,1400.0,51.5,A,1.0,0.5,http://support.beko.com,167.0,167.0,0.468,72.0,46.0,A,218.0,60.0,Beko,47.0,29.0,4.0,4.9,2024,2,1,12.80,USD
BM3WFSU48415WB 7004840003,1400.0,FREE_STANDING,"[2024, 1, 31]",1400.0,8.0,B,32.0,24.0,55.0,24.0,85.0,,53.9,1400.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,76.0,47.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,1,31,0,GBP
LR8EA75690 914505404,1550.0,FREE_STANDING,"[2024, 1, 29]",1550.0,9.0,A,26.0,24.0,64.0,24.0,85.0,,44.9,1550.0,51.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914505404,173.0,145.0,0.493,72.0,49.0,A,228.0,60.0,AEG,49.0,38.0,4.0,4.9,2024,1,29,3000,USD
EW6T5372C 913148504,1251.0,FREE_STANDING,"[2024, 1, 29]",1251.0,7.0,B,46.0,23.0,60.0,24.0,91.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148504,160.0,160.0,0.447,79.0,45.0,A,205.0,40.0,Electrolux,45.0,25.0,4.0,4.9,2024,1,29,2500,GBP
LTR7L731E1 913143769,1251.0,FREE_STANDING,"[2024, 1, 29]",1251.0,7.0,B,46.0,23.0,60.0,24.0,90.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143769,160.0,160.0,0.447,79.0,45.0,A,205.0,40.0,AEG,45.0,25.0,4.0,4.9,2024,1,29,3500,USD
EW7T3733BA 913148362,1251.0,FREE_STANDING,"[2024, 1, 29]",1251.0,7.0,B,46.0,23.0,60.0,0.0,91.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148362,160.0,160.0,0.447,79.0,45.0,A,205.0,40.0,Electrolux,45.0,25.0,4.0,4.9,2024,1,29,3000,USD
LR856SY6Q 914505305,1550.0,FREE_STANDING,"[2024, 1, 29]",1550.0,11.0,A,29.0,26.0,64.0,24.0,85.0,2.0,44.9,1550.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914505305,179.0,179.0,0.475,76.0,51.0,A,239.0,60.0,AEG,48.0,28.0,4.0,4.9,2024,1,29,4426,GBP
EW6T4264AM 913148458,1151.0,FREE_STANDING,"[2024, 1, 29]",1151.0,6.0,B,41.0,23.0,60.0,0.0,91.0,,53.9,1151.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148458,155.0,155.0,0.42,78.0,43.0,A,195.0,40.0,Electrolux,42.0,25.0,4.0,4.9,2024,1,29,3200,USD
EW8T3372C 913148367,1251.0,FREE_STANDING,"[2024, 1, 29]",1251.0,7.0,B,41.0,22.0,60.0,24.0,91.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148367,161.0,161.0,0.447,79.0,44.0,A,205.0,40.0,Electrolux,45.0,24.0,4.0,4.9,2024,1,29,2900,USD
LR956SY6C 914505603,1550.0,FREE_STANDING,"[2024, 1, 29]",1550.0,11.0,A,27.0,25.0,64.0,24.0,85.0,2.0,44.9,1550.0,41.4,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914505603,179.0,160.0,0.422,76.0,51.0,A,239.0,60.0,AEG,42.0,27.0,4.0,4.9,2024,1,29,3000,USD
