modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness,onMarketStart_Year,onMarketStart_Month,onMarketStart_Day,price,currency
WGH244M7EX,1257.0,FREE_STANDING,"[2024, 9, 1]",1400.0,9.0,B,35.0,23.0,63.0,24.0,85.0,2.0,53.0,1400.0,41.5,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,160.0,0.395,70.0,50.0,A,228.0,60.0,Bosch,40.0,26.0,4.0,5.0,2024,9,1,3000,USD
WGH244MH0,1257.0,FREE_STANDING,"[2024, 9, 1]",1400.0,9.0,B,35.0,23.0,63.0,24.0,85.0,2.0,53.0,1400.0,41.5,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,160.0,0.395,70.0,50.0,A,228.0,60.0,Bosch,40.0,26.0,4.0,5.0,2024,9,1,814.29,USD
WGH244A0ES,1257.0,FREE_STANDING,"[2024, 9, 1]",1400.0,9.0,B,35.0,23.0,63.0,24.0,85.0,2.0,53.0,1400.0,41.5,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,160.0,0.395,70.0,50.0,A,228.0,60.0,Bosch,40.0,26.0,4.0,5.0,2024,9,1,735,GBP
WGH244AXES,1257.0,FREE_STANDING,"[2024, 9, 1]",1400.0,9.0,B,35.0,23.0,63.0,24.0,85.0,2.0,53.0,1400.0,41.5,A,0.5,0.5,https://www.bosch-home.com/energylabel,170.0,160.0,0.395,70.0,50.0,A,228.0,60.0,Bosch,40.0,26.0,4.0,5.0,2024,9,1,3000,USD
WGB246071,1600.0,FREE_STANDING,"[2024, 9, 1]",1600.0,9.0,A,33.0,23.0,65.0,24.0,85.0,2.0,43.8,1600.0,51.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,167.0,167.0,0.493,71.0,46.0,A,219.0,60.0,Bosch,49.0,38.0,4.0,5.0,2024,9,1,9389,GBP
WGB254031,1400.0,FREE_STANDING,"[2024, 9, 1]",1400.0,10.0,B,30.0,23.0,65.0,24.0,85.0,2.0,53.0,1400.0,30.8,A,0.5,0.5,https://www.bosch-home.com/energylabel,175.0,165.0,0.304,71.0,48.0,A,235.0,60.0,Bosch,30.0,25.0,4.0,5.0,2024,9,1,499,GBP
WGH256A0ES,1580.0,FREE_STANDING,"[2024, 9, 1]",1600.0,10.0,A,31.0,23.0,63.0,24.0,85.0,2.0,44.1,1600.0,40.0,B,0.5,0.5,https://www.bosch-home.com/energylabel,178.0,175.0,0.395,74.0,48.0,A,235.0,60.0,Bosch,40.0,25.0,4.0,5.0,2024,9,1,849.13,USD
WAN2827BFG,1351.0,FREE_STANDING,"[2024, 9, 1]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,72.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,9,1,2500,GBP
WAN2829SFG,1351.0,FREE_STANDING,"[2024, 9, 1]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,,51.4,1351.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0,2024,9,1,839,GBP
BM3WFSU38215WBDC 7004440006,1151.0,FREE_STANDING,"[2024, 8, 30]",1151.0,8.0,B,33.0,23.0,55.0,24.0,85.0,,53.9,1151.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,74.0,45.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,8,30,82890,GBP
BM3WFSU37015WW 7004640005,1000.0,FREE_STANDING,"[2024, 8, 30]",1000.0,7.0,C,34.0,24.0,50.0,24.0,85.0,,62.9,1000.0,51.5,A,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,72.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,8,30,2500,GBP
BM3WFU37215WAR 7004740023,1151.0,FREE_STANDING,"[2024, 8, 30]",1151.0,7.0,B,34.0,24.0,50.0,24.0,85.0,,53.9,1151.0,51.5,B,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,74.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,8,30,3000,USD
BM3WFSU37215WBDC 7004740004,1151.0,FREE_STANDING,"[2024, 8, 29]",1151.0,7.0,B,34.0,24.0,50.0,24.0,85.0,,53.9,1151.0,51.5,B,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,74.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,8,29,3000,USD
BM3WFSU37015WAR 7004640006,1000.0,FREE_STANDING,"[2024, 8, 28]",1000.0,7.0,C,34.0,24.0,50.0,24.0,85.0,,62.9,1000.0,51.5,A,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,72.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,8,28,13.59,GBP
BM3WFU47411B 7004340014,1351.0,FREE_STANDING,"[2024, 8, 27]",1351.0,7.0,B,32.0,23.0,50.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,76.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,8,27,13.59,GBP
BM3WFSU38215WPB 7004440025,1151.0,FREE_STANDING,"[2024, 8, 27]",1151.0,8.0,B,33.0,23.0,55.0,24.0,85.0,,53.9,1151.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,74.0,45.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,8,27,82890,GBP
 F4X9009TWC,1350.0,FREE_STANDING,"[2024, 8, 27]",1350.0,9.0,B,26.0,25.0,57.0,24.0,85.0,2.0,53.8,1350.0,23.3,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,130.0,0.222,72.0,45.0,A,228.0,60.0,LG Electronics,22.0,25.0,4.0,5.0,2024,8,27,1092.60,GBP
F4WX9092,1350.0,FREE_STANDING,"[2024, 8, 27]",1350.0,9.0,B,26.0,25.0,57.0,24.0,85.0,2.0,53.8,1350.0,23.3,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,130.0,0.222,72.0,45.0,A,228.0,60.0,LG Electronics,22.0,25.0,4.0,5.0,2024,8,27,4200,USD
BM3WFSU38413WW 7004840004,1351.0,FREE_STANDING,"[2024, 8, 27]",1351.0,8.0,B,32.0,24.0,55.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,76.0,47.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,8,27,13.59,GBP
XLNF86Y55Q 914475506,1550.0,FREE_STANDING,"[2024, 8, 26]",1550.0,11.0,A,29.0,26.0,64.0,24.0,85.0,2.0,44.9,1550.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475506,179.0,179.0,0.475,76.0,51.0,A,239.0,60.0,Electrolux,48.0,28.0,4.0,4.9,2024,8,26,2500,USD
EFI7494UGW 914496213,1351.0,FREE_STANDING,"[2024, 8, 26]",1351.0,9.0,B,35.0,23.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496213,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9,2024,8,26,3000,USD
EFI6194O1B 914932017,1351.0,FREE_STANDING,"[2024, 8, 26]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932017,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,8,26,3000,USD
LTR6A41460 913143539,1351.0,FREE_STANDING,"[2024, 8, 26]",1351.0,6.0,B,41.0,23.0,60.0,24.0,90.0,,53.9,1351.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143539,155.0,155.0,0.42,79.0,43.0,A,195.0,40.0,AEG,42.0,25.0,4.0,4.9,2024,8,26,3500,USD
EFI6114O2B 914932015,1351.0,FREE_STANDING,"[2024, 8, 26]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932015,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,8,26,817,GBP
LTR6A41260 913143534,1151.0,FREE_STANDING,"[2024, 8, 26]",1151.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.5,1151.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143534,155.0,155.0,0.484,78.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9,2024,8,26,3000,USD
LTR6T4EP3 913143535,1151.0,FREE_STANDING,"[2024, 8, 26]",1151.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.5,1151.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143535,155.0,155.0,0.484,78.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9,2024,8,26,609.99,GBP
LTR6E41269 913143532,1151.0,FREE_STANDING,"[2024, 8, 26]",1151.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.5,1151.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143532,155.0,155.0,0.484,78.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9,2024,8,26,609.99,GBP
EW6T5721DB 913138569,1151.0,FREE_STANDING,"[2024, 8, 26]",1151.0,7.0,B,46.0,23.0,60.0,0.0,91.0,,53.9,1151.0,59.7,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913138569,160.0,160.0,0.515,78.0,45.0,B,205.0,40.0,Electrolux,52.0,25.0,4.0,4.9,2024,8,26,1500,USD
LSR6F70269 914343115,1151.0,FREE_STANDING,"[2024, 8, 26]",1151.0,6.0,B,42.0,23.0,42.0,24.0,84.0,,53.5,1151.0,59.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343115,155.0,145.0,0.484,72.0,40.0,B,197.0,60.0,AEG,48.0,31.0,4.0,4.9,2024,8,26,2500,GBP
LTR6E41268 913143533,1151.0,FREE_STANDING,"[2024, 8, 26]",1151.0,6.0,B,44.0,23.0,60.0,24.0,90.0,,53.5,1151.0,59.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143533,155.0,155.0,0.484,78.0,43.0,B,195.0,40.0,AEG,48.0,30.0,4.0,4.9,2024,8,26,2000,USD
EWQ5102D 913135609,951.0,FREE_STANDING,"[2024, 8, 26]",951.0,6.0,C,47.0,25.0,60.0,0.0,89.0,,60.5,951.0,79.8,B,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913135609,155.0,155.0,0.646,75.0,40.0,D,197.0,40.0,Electrolux,65.0,39.0,4.0,4.9,2024,8,26,3800,USD
BM3WFSU39415WBDC 7004840012,1351.0,FREE_STANDING,"[2024, 8, 23]",1351.0,9.0,B,34.0,24.0,55.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,75.0,49.0,A,228.0,60.0,Beko,49.0,28.0,4.0,4.9,2024,8,23,3000,USD
BM3WT48415W 457100008600,1351.0,FREE_STANDING,"[2024, 8, 22]",1351.0,8.0,B,32.0,24.0,55.0,24.0,85.0,0.0,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,76.0,47.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,8,22,3000,USD
EW6F3494ACC 914932119,1351.0,FREE_STANDING,"[2024, 8, 19]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932119,165.0,155.0,0.493,75.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,8,19,3500,USD
YFI8D43X6Q 914496502,1500.0,FREE_STANDING,"[2024, 8, 19]",1550.0,10.5,A,32.0,24.0,66.0,24.0,85.0,2.0,44.9,1550.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496502,179.0,155.0,0.521,76.0,47.0,A,239.0,60.0,Electrolux,52.0,27.0,4.0,4.9,2024,8,19,3000,USD
WGE02490,1351.0,FREE_STANDING,"[2024, 8, 19]",1351.0,7.0,B,31.0,22.0,63.0,24.0,85.0,,52.9,1351.0,46.6,A,0.5,0.5,https://www.bosch-home.com/energylabel,130.0,120.0,0.402,70.0,44.0,A,175.0,60.0,Bosch,40.0,30.0,4.0,5.0,2024,8,19,537.46,GBP
EW6F2412T 914932065,1351.0,FREE_STANDING,"[2024, 8, 19]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932065,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,8,19,3500,USD
EFI742PX4P 914496005,1351.0,FREE_STANDING,"[2024, 8, 19]",1351.0,10.5,B,38.0,23.0,66.0,24.0,85.0,2.0,53.9,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496005,179.0,160.0,0.521,75.0,49.0,A,239.0,60.0,Electrolux,52.0,36.0,4.0,4.9,2024,8,19,0,USD
EW7F3684UC 914933905,1600.0,FREE_STANDING,"[2024, 8, 19]",1600.0,8.0,A,30.0,23.0,60.0,24.0,85.0,,44.4,1600.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914933905,165.0,165.0,0.424,76.0,42.0,A,215.0,60.0,Electrolux,42.0,29.0,4.0,4.9,2024,8,19,3000,USD
LTR87B65AL 913143886,1451.0,FREE_STANDING,"[2024, 8, 19]",1451.0,6.0,B,38.0,23.0,60.0,24.0,90.0,,53.9,1451.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143886,155.0,150.0,0.42,79.0,43.0,A,197.0,40.0,AEG,42.0,27.0,4.0,4.9,2024,8,19,609.99,GBP
LR622E94Q 914915153,1351.0,FREE_STANDING,"[2024, 8, 19]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915153,165.0,155.0,0.493,75.0,50.0,A,220.0,60.0,AEG,49.0,27.0,4.0,4.9,2024,8,19,3000,USD
YFI6D3114Q 914932121,1351.0,FREE_STANDING,"[2024, 8, 19]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,2.0,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932121,175.0,155.0,0.512,75.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,8,19,3000,USD
WGE02471,1351.0,FREE_STANDING,"[2024, 8, 19]",1351.0,7.0,B,31.0,22.0,63.0,24.0,85.0,,52.9,1351.0,46.6,A,0.5,0.5,https://www.bosch-home.com/energylabel,130.0,120.0,0.402,70.0,44.0,A,175.0,60.0,Bosch,40.0,30.0,4.0,5.0,2024,8,19,3000,USD
EFI7H2EX6Q 914496407,1500.0,FREE_STANDING,"[2024, 8, 19]",1550.0,10.5,B,38.0,23.0,66.0,24.0,85.0,2.0,53.9,1550.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496407,179.0,160.0,0.521,76.0,49.0,A,239.0,60.0,Electrolux,52.0,36.0,4.0,4.9,2024,8,19,3000,USD
YFI6D2194D 914932071,1351.0,FREE_STANDING,"[2024, 8, 19]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932071,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,8,19,3000,USD
LTR8765AL 913143884,1451.0,FREE_STANDING,"[2024, 8, 19]",1451.0,6.0,B,38.0,23.0,60.0,24.0,90.0,,53.9,1451.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143884,155.0,150.0,0.42,79.0,43.0,A,197.0,40.0,AEG,42.0,27.0,4.0,4.9,2024,8,19,609.99,GBP
LR622E94E 914915734,1351.0,FREE_STANDING,"[2024, 8, 19]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915734,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,AEG,49.0,27.0,4.0,4.9,2024,8,19,2500,GBP
LR622L14L 914915735,1351.0,FREE_STANDING,"[2024, 8, 19]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915735,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,AEG,51.0,27.0,4.0,4.9,2024,8,19,2000,USD
BM3WFSU37213WA 7004740002,1151.0,FREE_STANDING,"[2024, 8, 16]",1151.0,7.0,B,34.0,24.0,50.0,24.0,85.0,,53.9,1151.0,51.5,B,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,74.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,8,16,13.59,GBP
BM3WFSU37413WPBB1 7004340009,1351.0,FREE_STANDING,"[2024, 8, 15]",1351.0,7.0,B,32.0,23.0,50.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,76.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,8,15,13.59,GBP
F4WX809YC,1350.0,FREE_STANDING,"[2024, 8, 13]",1350.0,9.0,B,30.0,25.0,57.0,24.0,85.0,2.0,53.9,1350.0,41.4,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,130.0,0.394,72.0,47.0,A,228.0,60.0,LG Electronics,39.0,30.0,4.0,5.0,2024,8,13,849.00,GBP
F4X9009TBC,1350.0,FREE_STANDING,"[2024, 8, 13]",1350.0,9.0,B,26.0,25.0,57.0,24.0,85.0,2.0,53.8,1350.0,23.3,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,130.0,0.222,72.0,45.0,A,228.0,60.0,LG Electronics,22.0,25.0,4.0,5.0,2024,8,13,3000,USD
ZEW6F18W 914931043,1351.0,FREE_STANDING,"[2024, 8, 12]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931043,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,8,12,3500,USD
LTR6ECO 913143901,1251.0,FREE_STANDING,"[2024, 8, 12]",1251.0,7.0,B,46.0,23.0,60.0,24.0,90.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143901,160.0,160.0,0.447,79.0,45.0,A,205.0,40.0,AEG,45.0,25.0,4.0,4.9,2024,8,12,3000,USD
MEW2E8Y6P 914931047,1351.0,FREE_STANDING,"[2024, 8, 12]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931047,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,8,12,3000,USD
MEW3E8Y6P 914931048,1351.0,FREE_STANDING,"[2024, 8, 12]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931048,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,8,12,2500,USD
MEW3E8Y7P 914933906,1400.0,FREE_STANDING,"[2024, 8, 12]",1400.0,8.0,B,30.0,23.0,60.0,24.0,85.0,,53.4,1400.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914933906,165.0,165.0,0.424,74.0,42.0,A,215.0,60.0,Electrolux,42.0,29.0,4.0,4.9,2024,8,12,2500,USD
EW6FA19G 914932054,1351.0,FREE_STANDING,"[2024, 8, 12]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932054,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,8,12,2500,USD
EW6FA39GQ 914932117,1351.0,FREE_STANDING,"[2024, 8, 12]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932117,165.0,155.0,0.493,75.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,8,12,3200,USD
ZEW6F210W 914932064,1351.0,FREE_STANDING,"[2024, 8, 12]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932064,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,8,12,3000,USD
EW6F210G 914932046,1351.0,FREE_STANDING,"[2024, 8, 12]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932046,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,8,12,3000,GBP
EW6FA29G 914932060,1351.0,FREE_STANDING,"[2024, 8, 12]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932060,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,8,12,3000,USD
EW6FA28G 914931040,1351.0,FREE_STANDING,"[2024, 8, 12]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931040,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,8,12,2000,USD
LTR6363A 913143900,1251.0,FREE_STANDING,"[2024, 8, 12]",1251.0,6.0,B,41.0,23.0,60.0,24.0,90.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143900,155.0,155.0,0.42,79.0,43.0,A,195.0,40.0,AEG,42.0,25.0,4.0,4.9,2024,8,12,3000,USD
EW6S427BL 914342372,1151.0,FREE_STANDING,"[2024, 8, 12]",1151.0,7.0,B,46.0,23.0,48.0,24.0,84.0,,53.6,1151.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914342372,160.0,145.0,0.515,76.0,45.0,B,205.0,60.0,Electrolux,52.0,28.0,4.0,4.9,2024,8,12,3000,USD
EW6SK427B 914342466,1151.0,FREE_STANDING,"[2024, 8, 12]",1151.0,7.0,B,46.0,23.0,48.0,24.0,84.0,,53.6,1151.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914342466,160.0,145.0,0.515,76.0,45.0,B,205.0,60.0,Electrolux,52.0,28.0,4.0,4.9,2024,8,12,448,USD
BM3WFSU38213WA 7004440003,1151.0,FREE_STANDING,"[2024, 8, 8]",1151.0,8.0,B,33.0,23.0,55.0,24.0,85.0,,53.9,1151.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,74.0,45.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,8,8,13.59,GBP
F4X7509TSB,1350.0,FREE_STANDING,"[2024, 8, 7]",1350.0,9.0,B,28.0,25.0,57.0,24.0,85.0,2.0,53.9,1350.0,36.4,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,135.0,0.346,71.0,50.0,A,228.0,60.0,LG Electronics,35.0,27.0,4.0,5.0,2024,8,7,3000,USD
F4WX808YC,1350.0,FREE_STANDING,"[2024, 8, 7]",1350.0,8.0,B,30.0,25.0,57.0,24.0,85.0,2.0,53.9,1350.0,41.1,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,130.0,0.374,72.0,47.0,A,218.0,60.0,LG Electronics,37.0,30.0,4.0,5.0,2024,8,7,799.00,GBP
EW6T5625AF 913138576,1151.0,FREE_STANDING,"[2024, 8, 5]",1151.0,6.0,B,41.0,23.0,60.0,0.0,91.0,,53.9,1151.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913138576,155.0,155.0,0.42,78.0,43.0,A,195.0,40.0,Electrolux,42.0,25.0,4.0,4.9,2024,8,5,2000,USD
F4X7509TWS,1350.0,FREE_STANDING,"[2024, 8, 5]",1350.0,9.0,B,28.0,25.0,57.0,24.0,85.0,2.0,53.9,1350.0,36.4,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,135.0,0.346,71.0,50.0,A,228.0,60.0,LG Electronics,35.0,27.0,4.0,5.0,2024,8,5,4610,USD
LR6G84W 914913168,1351.0,FREE_STANDING,"[2024, 8, 5]",1351.0,8.0,B,39.0,22.0,60.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913168,160.0,155.0,0.471,74.0,43.0,A,205.0,60.0,AEG,47.0,30.0,4.0,4.9,2024,8,5,3000,USD
LTR7573A 913143784,1251.0,FREE_STANDING,"[2024, 8, 5]",1251.0,7.0,B,46.0,23.0,60.0,24.0,90.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143784,160.0,160.0,0.447,79.0,45.0,A,205.0,40.0,AEG,45.0,25.0,4.0,4.9,2024,8,5,2000,USD
LTR7STEAM 913143785,1251.0,FREE_STANDING,"[2024, 8, 5]",1251.0,7.0,B,46.0,23.0,60.0,24.0,90.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143785,160.0,160.0,0.447,79.0,45.0,A,205.0,40.0,AEG,45.0,25.0,4.0,4.9,2024,8,5,2500,GBP
EFI62X94G 914932066,1351.0,FREE_STANDING,"[2024, 8, 5]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932066,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,8,5,3000,USD
